2,1.5,0,1.106,0
2,1.5,7,1.1482,0
2,1.5,14,1.1731,0
2,1.5,21,1.1779,0
2,2,0,1.2771,0
2,2,7,1.3179,0
2,2,14,1.3386,0
2,2,21,1.3365,0
2,2.5,0,1.4278,0
2,2.5,7,1.4674,0
2,2.5,14,1.4844,0
2,2.5,21,1.4764,0
2,3,0,1.5641,0
2,3,7,1.6026,0
2,3,14,1.6164,0
2,3,21,1.603,0
2,3.5,0,1.6894,0
2,3.5,7,1.7269,0
2,3.5,14,1.7378,0
2,3.5,21,1.7195,0
2,4,0,1.8061,0
2,4,7,1.8426,0
2,4,14,1.8508,0
2,4,21,1.8281,0
2,4.5,0,1.9157,0
2,4.5,7,1.9513,0
2,4.5,14,1.9569,0
2,4.5,21,1.93,0
2.5,1.5,0,1.3825,0
2.5,1.5,7,1.4514,0
2.5,1.5,14,1.4993,0
2.5,1.5,21,1.5213,0
2.5,2,0,1.5964,0
2.5,2,7,1.6634,0
2.5,2,14,1.7057,0
2.5,2,21,1.7187,0
2.5,2.5,0,1.7848,0
2.5,2.5,7,1.8502,0
2.5,2.5,14,1.8878,0
2.5,2.5,21,1.893,0
2.5,3,0,1.9552,0
2.5,3,7,2.0192,0
2.5,3,14,2.0525,0
2.5,3,21,2.0509,0
2.5,3.5,0,2.1118,0
2.5,3.5,7,2.1745,0
2.5,3.5,14,2.2041,0
2.5,3.5,21,2.1962,0
2.5,4,0,2.2576,0
2.5,4,7,2.3192,0
2.5,4,14,2.3452,0
2.5,4,21,2.3316,0
2.5,4.5,0,2.3946,0
2.5,4.5,7,2.455,0
2.5,4.5,14,2.4778,0
2.5,4.5,21,2.4588,0
3,1.5,0,1.659,0
3,1.5,7,1.7613,0
3,1.5,14,1.8394,0
3,1.5,21,1.8859,0
3,2,0,1.9157,0
3,2,7,2.0156,0
3,2,14,2.0865,0
3,2,21,2.1215,0
3,2.5,0,2.1418,0
3,2.5,7,2.2397,0
3,2.5,14,2.3046,0
3,2.5,21,2.3299,0
3,3,0,2.3462,0
3,3,7,2.4423,0
3,3,14,2.502,0
3,3,21,2.5187,0
3,3.5,0,2.5342,0
3,3.5,7,2.6287,0
3,3.5,14,2.6837,0
3,3.5,21,2.6926,0
3,4,0,2.7091,0
3,4,7,2.8022,0
3,4,14,2.8528,0
3,4,21,2.8547,0
3,4.5,0,2.8735,0
3,4.5,7,2.9652,0
3,4.5,14,3.0118,0
3,4.5,21,3.0071,0
3.5,1.5,0,1.9355,0
3.5,1.5,7,2.0781,0
3.5,1.5,14,2.1939,0
3.5,1.5,21,2.2724,0
3.5,2,0,2.2349,0
3.5,2,7,2.3745,0
3.5,2,14,2.4814,0
3.5,2.5,0,2.4987,0
3.5,2.5,7,2.6357,0
3.5,2.5,14,2.7353,0
3.5,3,0,2.7372,0
3.5,3,7,2.8721,0
3.5,3,14,2.9652,0
3.5,3,21,3.0071,0
3.5,3.5,0,2.9565,0
3.5,3.5,7,3.0894,0
3.5,3.5,14,3.1768,0
3.5,3.5,21,3.2094,0
3.5,4,0,3.1607,0
3.5,4,7,3.2918,0
3.5,4,14,3.3739,0
3.5,4,21,3.3979,0
3.5,4.5,0,3.3524,0
3.5,4.5,7,3.4819,0
3.5,4.5,14,3.5591,0
3.5,4.5,21,3.5753,0
2,1,0,0.90305,0
2,1,7,0.94699,0
2,1,14,0.97715,0
2,1,21,0.99045,0
2.5,1,0,1.1288,0
2.5,1,7,1.2001,0
2.5,1,14,1.255,0
2.5,1,21,1.2883,0
3,1,0,1.3546,0
3,1,7,1.46,0
3,1,14,1.5472,0
3,1,21,1.6083,0
3.5,1,0,1.5803,0
3.5,1,7,1.7269,0
3.5,1,14,1.8543,0
3.5,1,21,1.9512,0
1.5,1,0,0.67729,0
1.5,1,7,0.70055,0
1.5,1,14,0.71321,0
1.5,1,21,0.71367,0
1.5,1.5,0,0.8295,0
1.5,1.5,7,0.85153,0
1.5,1.5,14,0.8605,0
1.5,1.5,21,0.85493,0
1.5,2,0,0.95783,0
1.5,2,7,0.97883,0
1.5,2,14,0.98477,0
1.5,2,21,0.97423,0
1.5,2.5,0,1.0709,0
1.5,2.5,7,1.091,0
1.5,2.5,14,1.0943,0
1.5,2.5,21,1.0794,0
1.5,3,0,1.1731,0
1.5,3,7,1.1924,0
1.5,3,14,1.1934,0
1.5,3,21,1.1746,0
1.5,3.5,0,1.2671,0
1.5,3.5,7,1.2857,0
1.5,3.5,14,1.2845,0
1.5,3.5,21,1.2621,0
1.5,4,0,1.3546,0
1.5,4,7,1.3725,0
1.5,4,14,1.3693,0
1.5,4,21,1.3437,0
1.5,4.5,0,1.4367,0
1.5,4.5,7,1.454,0
1.5,4.5,14,1.4489,0
1.5,4.5,21,1.4202,0